               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.043358,             0.34955,                   0,             0.95086,             0.91747,             0.96898,             0.51106,            0.042584,             0.28946,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.045487,             0.38201,                   0,             0.95523,             0.91968,             0.96669,             0.50941,            0.042821,             0.29152,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.044515,             0.35387,                   0,             0.95359,             0.88966,             0.94854,             0.46613,            0.045573,             0.29827,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.051217,             0.39538,                   0,             0.96367,             0.92241,             0.97014,             0.51504,            0.042342,             0.28925,                   0,            0.004357,            0.004357,            0.004357
                 173,             0.04504,             0.37752,                   0,             0.95921,             0.93258,             0.97158,              0.5141,            0.042892,             0.28791,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.045339,             0.37532,                   0,             0.96008,             0.93306,             0.97189,             0.52028,             0.04204,             0.28524,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.043468,             0.34978,                   0,             0.95875,             0.92155,              0.9696,             0.50472,            0.042889,             0.29016,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.044209,             0.35125,                   0,              0.9568,             0.93276,             0.97095,             0.52033,            0.042127,              0.2858,                   0,            0.004225,            0.004225,            0.004225
                 177,             0.04358,             0.35897,                   0,              0.9531,             0.94052,             0.97025,              0.5112,            0.042581,             0.28905,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.043434,             0.35973,                   0,             0.96008,             0.93301,             0.96966,             0.51593,            0.042329,             0.28988,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.043312,             0.35395,                   0,             0.95843,             0.93103,             0.96714,             0.50559,            0.042973,             0.29171,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.043485,             0.35355,                   0,             0.96179,              0.9319,             0.97128,             0.50044,            0.043617,             0.29451,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.045304,             0.36639,                   0,             0.95201,             0.94049,             0.96989,             0.51709,            0.042295,             0.28745,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.043563,             0.34299,                   0,             0.95043,             0.94222,             0.97125,             0.50914,            0.042732,             0.28781,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.044971,             0.38395,                   0,             0.95634,             0.94426,             0.97031,             0.49414,             0.04385,             0.29083,                   0,            0.003994,            0.003994,            0.003994
                 184,             0.04506,             0.38784,                   0,              0.9582,             0.94865,             0.97417,             0.51927,            0.042337,              0.2862,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.044567,             0.37327,                   0,             0.95654,             0.94741,             0.97535,             0.51428,            0.042454,              0.2852,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.045445,             0.38472,                   0,             0.95934,             0.93534,             0.97104,             0.51198,             0.04272,             0.28856,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.042239,             0.31462,                   0,             0.96431,             0.93173,             0.97439,             0.52223,            0.042158,             0.28534,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.044745,             0.37383,                   0,             0.96074,             0.92845,             0.97337,             0.51505,            0.042503,             0.28695,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.044692,             0.37351,                   0,             0.95193,             0.92196,             0.96443,             0.50909,            0.042838,             0.28918,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.044605,             0.35983,                   0,             0.95856,             0.92155,             0.96987,             0.51288,            0.042707,             0.29022,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.043632,             0.35748,                   0,             0.95233,             0.91276,             0.96012,             0.50329,            0.043355,             0.28971,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.047179,             0.37827,                   0,             0.95765,              0.9358,             0.97287,             0.51935,            0.042237,             0.28618,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.045267,             0.37798,                   0,             0.95777,              0.9385,             0.97221,              0.5239,             0.04213,             0.28582,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.044396,             0.37539,                   0,             0.95824,             0.93707,             0.97312,             0.52499,            0.042075,             0.28642,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.043555,             0.35837,                   0,             0.96417,             0.92781,             0.97442,             0.51647,            0.042573,             0.29322,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.044494,             0.36185,                   0,             0.95576,             0.93112,             0.97167,              0.5101,            0.042669,             0.28923,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.045038,             0.36973,                   0,             0.95716,             0.91897,             0.96632,             0.51074,            0.042853,             0.29166,                   0,            0.003532,            0.003532,            0.003532
                 198,             0.04456,              0.3801,                   0,              0.9634,             0.91983,             0.97131,             0.50478,            0.043053,             0.29194,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.044216,             0.36584,                   0,             0.96224,              0.9181,             0.96822,             0.51561,            0.042779,             0.29437,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.04379,             0.35118,                   0,             0.96107,             0.92931,             0.97143,             0.50656,            0.042977,             0.29455,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.043616,             0.34905,                   0,             0.95311,              0.9181,             0.96533,             0.50853,            0.042842,             0.29246,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.044683,             0.34813,                   0,             0.96052,             0.92283,             0.97029,             0.50725,            0.043031,             0.29243,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.043364,             0.33601,                   0,             0.95513,             0.92241,             0.96651,             0.50237,            0.043183,             0.29122,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.045534,              0.3704,                   0,             0.96162,             0.92878,             0.97326,             0.51722,            0.042524,             0.29095,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.043071,             0.34766,                   0,             0.96242,             0.92722,             0.97164,             0.51938,             0.04226,             0.28956,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.042609,               0.331,                   0,             0.96223,             0.92241,             0.96867,             0.51438,            0.042572,             0.28959,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.044501,             0.37105,                   0,             0.95395,             0.92865,             0.96655,             0.48989,            0.043915,             0.29108,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.044654,             0.34908,                   0,             0.95828,             0.93879,             0.97211,             0.52148,            0.042211,             0.28761,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.043783,             0.34782,                   0,             0.95917,             0.94138,             0.97319,             0.51012,            0.042924,             0.29161,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.043235,             0.34818,                   0,              0.9533,             0.93362,             0.97096,             0.52114,            0.042225,             0.28932,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.042693,             0.33026,                   0,             0.96148,             0.92531,             0.96931,             0.50731,            0.042968,             0.29388,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.044303,             0.37693,                   0,             0.95777,               0.925,             0.96918,             0.51453,            0.042524,             0.29079,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.042988,             0.34541,                   0,              0.9616,             0.92827,             0.97165,             0.51533,            0.042497,             0.29045,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.045937,              0.3949,                   0,             0.95819,             0.92863,              0.9693,             0.52159,            0.042196,             0.28964,                   0,            0.002971,            0.002971,            0.002971
                 215,              0.0446,             0.38316,                   0,              0.9555,             0.93534,              0.9723,             0.50671,            0.042759,             0.29076,                   0,            0.002938,            0.002938,            0.002938
                 216,             0.04437,             0.36521,                   0,             0.94734,             0.95086,             0.97589,             0.51742,            0.042271,             0.28976,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.044684,             0.37842,                   0,             0.94423,             0.94864,             0.97525,             0.51478,            0.042545,             0.28977,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.043751,             0.35843,                   0,             0.94835,             0.94224,             0.97341,             0.52311,            0.042073,              0.2871,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.044197,             0.35487,                   0,             0.95381,             0.93276,             0.96886,             0.49919,            0.043349,             0.28955,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.044375,              0.3604,                   0,             0.96214,             0.94207,             0.97151,             0.52766,            0.041882,             0.28754,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.042549,             0.33999,                   0,             0.95862,             0.93872,             0.96982,             0.52796,            0.041877,             0.28766,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.044047,             0.37432,                   0,             0.95526,             0.93877,             0.96906,             0.52644,            0.041867,             0.28802,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.044717,             0.38718,                   0,             0.95071,             0.93793,             0.96974,             0.51997,            0.042191,             0.28941,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.044984,             0.37903,                   0,             0.95421,             0.93422,              0.9668,              0.5085,            0.042797,             0.29151,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.044026,             0.36082,                   0,             0.95899,             0.92741,             0.96648,             0.51466,            0.042567,             0.29556,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.043969,             0.36255,                   0,             0.95936,             0.92586,             0.96446,             0.50511,             0.04295,             0.29645,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.045137,             0.37242,                   0,             0.96328,             0.92672,             0.96614,             0.51053,            0.042716,             0.29337,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.043236,             0.33624,                   0,             0.96206,             0.93103,             0.96476,              0.5144,            0.042372,             0.29218,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.043247,             0.34958,                   0,             0.96312,             0.92292,             0.96251,             0.50989,            0.042778,             0.29677,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.043413,              0.3569,                   0,             0.96151,             0.92591,              0.9645,             0.51064,            0.042675,             0.29533,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.042051,             0.32933,                   0,             0.96235,             0.92759,             0.96533,             0.51913,            0.042225,             0.29167,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.043935,             0.35372,                   0,             0.96447,             0.93611,             0.96811,             0.51588,            0.042308,               0.292,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.042611,             0.34137,                   0,             0.96677,             0.92786,             0.97198,              0.5179,             0.04226,             0.29181,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.043486,             0.38151,                   0,              0.9624,             0.92673,             0.96753,             0.51766,             0.04221,             0.29099,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.042765,             0.35616,                   0,             0.96181,             0.92328,             0.96796,             0.51118,            0.042685,             0.29402,                   0,            0.002278,            0.002278,            0.002278
                 236,             0.04276,             0.34875,                   0,             0.95752,             0.91321,             0.96279,             0.51284,            0.042517,             0.29298,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.042844,             0.34637,                   0,             0.96026,             0.91653,             0.96815,             0.51299,            0.042555,              0.2922,                   0,            0.002212,            0.002212,            0.002212
                 238,             0.04293,             0.34527,                   0,             0.96441,             0.91097,             0.96429,             0.51365,            0.042668,             0.29434,                   0,            0.002179,            0.002179,            0.002179
                 239,             0.04279,             0.35282,                   0,             0.96897,             0.92328,             0.96913,             0.51473,            0.042663,             0.29349,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.042719,             0.34003,                   0,             0.96183,              0.9341,             0.97086,             0.50775,            0.042755,             0.29177,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.043549,             0.36376,                   0,             0.96553,             0.94164,             0.97337,             0.51646,            0.042349,             0.29094,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.044303,             0.38016,                   0,             0.96381,             0.93448,             0.96926,             0.51255,            0.042535,             0.29297,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.042496,              0.3483,                   0,             0.96107,             0.93645,             0.97274,             0.51103,            0.042393,             0.29067,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.043041,             0.34931,                   0,             0.96214,             0.94198,             0.97275,             0.51711,            0.042227,             0.28993,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.042724,               0.346,                   0,             0.96036,             0.93993,             0.97432,              0.5175,             0.04222,              0.2891,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.043745,             0.38032,                   0,             0.96155,             0.94052,             0.97375,             0.51527,            0.042251,             0.28892,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.043593,             0.36769,                   0,             0.95846,             0.94397,             0.97245,             0.51516,            0.042347,             0.28948,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.042992,             0.37193,                   0,             0.96469,             0.94052,             0.97295,             0.51317,            0.042574,              0.2926,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.043399,              0.3546,                   0,              0.9646,             0.93969,              0.9718,             0.51138,            0.042597,             0.29281,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.043244,             0.35402,                   0,             0.96203,             0.93925,             0.97012,             0.51308,            0.042593,             0.29166,                   0,            0.001783,            0.001783,            0.001783
                 251,             0.04377,             0.37305,                   0,             0.95548,             0.94363,             0.96953,             0.51411,            0.042359,             0.28967,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.043519,             0.36205,                   0,             0.95818,             0.94224,             0.97043,             0.51706,            0.042314,             0.29064,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.043575,             0.37485,                   0,             0.95735,             0.93879,             0.96921,             0.51683,            0.042225,             0.29028,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.042796,              0.3572,                   0,               0.956,             0.93362,              0.9677,              0.5144,            0.042463,             0.29179,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.042991,             0.33891,                   0,             0.96263,             0.93273,             0.97103,             0.51488,            0.042388,             0.29044,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.042817,             0.35447,                   0,             0.95647,              0.9319,             0.97005,             0.51302,            0.042437,             0.29117,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.043063,             0.35405,                   0,              0.9534,             0.93471,             0.96946,             0.51218,            0.042588,             0.29204,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.042827,             0.35933,                   0,             0.95982,             0.92414,             0.96946,             0.51553,            0.042476,             0.29246,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.043108,             0.35724,                   0,             0.95484,             0.92955,             0.96741,             0.51143,            0.042727,             0.29503,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.043437,             0.34926,                   0,             0.95659,             0.93073,             0.96726,             0.51389,            0.042524,             0.29357,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.042239,             0.35146,                   0,              0.9563,              0.9319,             0.96636,             0.51578,            0.042524,             0.29381,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.041138,              0.3352,                   0,             0.96192,              0.9319,             0.96812,             0.51708,             0.04253,             0.29415,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.043414,              0.3545,                   0,             0.96173,             0.93152,             0.96596,             0.51495,             0.04251,             0.29397,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.042773,             0.33958,                   0,             0.96072,             0.92763,             0.96515,             0.51254,              0.0425,             0.29314,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.042922,              0.3527,                   0,             0.96065,             0.92611,              0.9655,             0.51356,            0.042596,              0.2942,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.043577,             0.37656,                   0,             0.95935,             0.92414,             0.96524,             0.51406,            0.042545,             0.29385,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.041973,             0.35087,                   0,             0.96309,             0.92215,             0.96412,             0.51145,             0.04268,             0.29481,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.043112,               0.354,                   0,             0.96253,             0.92241,             0.96483,             0.51296,            0.042626,             0.29531,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.043124,             0.35176,                   0,              0.9661,               0.925,               0.966,             0.51258,             0.04269,             0.29618,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.042714,             0.34975,                   0,             0.96119,             0.92672,             0.96517,             0.51195,            0.042724,             0.29622,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.041653,             0.34102,                   0,             0.95946,             0.92931,             0.96563,              0.5124,            0.042674,             0.29572,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.043278,             0.37122,                   0,             0.96044,             0.92672,             0.96473,             0.51653,            0.042495,             0.29429,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.042922,             0.35981,                   0,             0.96396,             0.92236,             0.96497,             0.51544,            0.042578,              0.2954,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.041478,             0.32063,                   0,              0.9631,             0.92263,             0.96331,             0.51482,            0.042565,             0.29465,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.041998,             0.33523,                   0,             0.96662,             0.92363,             0.96581,             0.51674,            0.042461,             0.29379,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.042533,             0.35541,                   0,             0.96573,             0.92319,             0.96774,             0.51383,            0.042612,             0.29492,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.042919,             0.36863,                   0,             0.96475,             0.92845,             0.96868,             0.51339,            0.042631,             0.29471,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.042389,             0.34363,                   0,             0.96051,             0.92759,             0.96632,             0.51327,            0.042666,             0.29434,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.043962,             0.38153,                   0,             0.95943,              0.9319,             0.96629,             0.51277,            0.042584,             0.29411,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.043643,             0.35468,                   0,             0.95684,             0.93656,             0.96974,              0.5113,            0.042569,             0.29353,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.043002,             0.34455,                   0,             0.95227,             0.94138,             0.96843,             0.51069,            0.042431,             0.29196,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.042704,             0.36043,                   0,             0.95111,              0.9391,             0.96864,             0.51152,            0.042389,             0.29163,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.042413,             0.34958,                   0,             0.95663,             0.93179,             0.96564,             0.51036,            0.042433,              0.2917,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.041287,             0.31932,                   0,             0.95566,             0.92893,             0.96644,             0.51169,            0.042515,             0.29209,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.043034,             0.34785,                   0,             0.95385,             0.92647,             0.96369,             0.51044,            0.042617,             0.29264,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.042431,             0.34382,                   0,             0.95598,             0.92845,             0.96462,             0.51066,            0.042627,             0.29284,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.042337,             0.34835,                   0,             0.95727,             0.92693,             0.96588,             0.51304,            0.042619,             0.29335,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.042602,             0.34697,                   0,             0.95771,             0.93017,             0.96676,              0.5126,            0.042582,             0.29342,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.042624,             0.34959,                   0,             0.95657,             0.93041,               0.967,             0.51354,            0.042543,             0.29278,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.042865,             0.36203,                   0,             0.95871,              0.9319,             0.96932,             0.51553,            0.042512,             0.29225,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.042242,             0.34697,                   0,             0.95676,             0.93456,             0.96892,             0.51636,            0.042405,             0.29137,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.042439,             0.35738,                   0,             0.95885,             0.93448,             0.97018,              0.5174,            0.042331,             0.29117,                   0,            0.000397,            0.000397,            0.000397
                 293,             0.04194,              0.3491,                   0,             0.96099,             0.93442,             0.97035,             0.51898,            0.042281,             0.29108,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.040975,             0.31868,                   0,             0.95949,             0.93103,             0.96886,             0.51749,            0.042261,             0.29107,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.042413,             0.33194,                   0,             0.95832,              0.9317,             0.97017,             0.51714,             0.04225,             0.29121,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.042538,             0.36823,                   0,             0.95812,              0.9319,             0.97004,             0.51789,            0.042279,             0.29152,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.043695,             0.36385,                   0,             0.95951,              0.9319,             0.97014,             0.51872,            0.042319,             0.29184,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.043556,             0.37178,                   0,             0.96087,             0.93134,             0.96939,             0.51712,             0.04237,             0.29228,                   0,            0.000199,            0.000199,            0.000199
                 299,             0.04251,             0.35428,                   0,             0.96192,             0.93276,             0.96996,               0.517,            0.042428,             0.29279,                   0,            0.000166,            0.000166,            0.000166
